question_id,text,x_corr,y_corr,question_number,question_text,question_file,question_page,category,text_new,duplicate
0625_w17_qp_22_28,"28  A train of steel nails and a train of iron nails hang from a strong magnet. 
 
",49.62,87.51642,28,A train of steel nails and a train of iron nails hang from a strong magnet    magnettrain ofsteel nails train ofiron nails   The trains are then carefully removed from the magnet   What happens to the trains? A Both trains fall apart  B Both trains stay together  C Only the train of iron nails falls apart  D Only the train of steel nails falls apart  ,0625_w17_qp_22,13,410,"Atrainofsteelnailsandatrainofironnailshangfromastrongmagnet.

",1
0625_w17_qp_22_29,"29  An old and expensive steel watch becomes magnetised. 
 
",49.62172308,357.276368,29,An old and expensive steel watch becomes magnetised   The owner wants to use the watch again  He must demagnetise the watch   What is the best method to do this? A Insert the watch in a solenoid that carries alternating current and then slowly remove it  B Insert the watch in a solenoid that carries direct current and then slowly remove it  C Pass alternating current through the watch  D Pass direct current through the watch  ,0625_w17_qp_22,13,410,"Anoldandexpensivesteelwatchbecomesmagnetised.

",1
0625_w17_qp_22_30,"30  Which diagram represents the electric field due to a negatively-charged conducting sphere? 
 
",49.62150357,534.4561262,30,Which diagram represents the electric field due to a negatively-charged conducting sphere?   A – – – –BCD       © UCLES          /  /O/N/  ,0625_w17_qp_22,13,420,"Whichdiagramrepresentstheelectricfieldduetoanegatively-chargedconductingsphere?

",0
0625_w17_qp_22_31,"31  The diagram shows a circuit with a gap between points P and Q. 
 
",49.62,87.51642,31,"The diagram shows a circuit with a gap between points P and Q   Four pieces of metal wire of the same material are connected, in turn, between points P and Q in the circuit    APQ   The table gives the diameters and lengths of the wires   In which wire is the current the largest? diameter  / mm length  / m  A           B           C           D           ",0625_w17_qp_22,14,420,"ThediagramshowsacircuitwithagapbetweenpointsPandQ.

",1
0625_w17_qp_22_32,"32  The graph shows the way in which one physical quantity y varies with another physical quantity x. 
 
",49.62,431.0163,32,The graph shows the way in which one physical quantity y varies with another physical quantity x      yx   Which row gives suitable quantities for y and x?   y x  A  the number of atoms of a radioactive isotope present the time taken   B  the potential difference across a metallic conductor the current in the metallic conductor   C the resistance of a length of wire the diameter of the wire  D  the volume of a      kg object  the density of the material from which the object is made       © UCLES          /  /O/N/   [Turn over,0625_w17_qp_22,14,420,"Thegraphshowsthewayinwhichonephysicalquantityyvarieswithanotherphysicalquantityx.

",0
0625_w17_qp_22_33,"33  The potential difference across a car headlamp is 12 V. The current in the lamp is 2.5 A. 
 
",49.62,87.51642,33,The potential difference across a car headlamp is     V  The current in the lamp is      A   How much energy is transferred by the lamp in     hour? A       J B       W C           J D           W ,0625_w17_qp_22,15,430,"ThepotentialdifferenceacrossacarheadlampisV.Thecurrentinthelampis.A.

",0
0625_w17_qp_22_34,"34  The diagram shows a circuit with a fixed resistor connected in series with a thermistor and an 
",49.62158571,161.7360098,34,The diagram shows a circuit with a fixed resistor connected in series with a thermistor and an ammeter    A   Which row shows how temperature change affects the resistance of the thermistor and the current in the circuit?   temperature resistance of thermistor current in circuit  A decreases decreases increases  B decreases increases decreases  C increases decreases decreases  D increases increases increases       © UCLES          /  /O/N/  ,0625_w17_qp_22,15,430,"Thediagramshowsacircuitwithafixedresistorconnectedinserieswithathermistorandan
",1
0625_w17_qp_22_35,"35  An incomplete truth table for a NAND gate is shown. 
 
",49.62,87.51642,35,"An incomplete truth table for a NAND gate is shown   input P input Q output      W      X      Y      Z   What are the values of W, X, Y and Z?   W X Y Z  A        B        C          D          ",0625_w17_qp_22,16,450,"AnincompletetruthtableforaNANDgateisshown.

",0
0625_w17_qp_22_36,"36  The diagram shows a wire hanging freely between the poles of a magnet. There is a current in 
",49.62,374.13635,36,The diagram shows a wire hanging freely between the poles of a magnet  There is a current in the wire in the direction shown    S N currentwire   The magnet and current cause a force to act on the wire   In which direction does this force act? A into the page (away from you) B out of the page (toward you) C to the left D to the right      © UCLES          /  /O/N/   [Turn over,0625_w17_qp_22,16,450,"Thediagramshowsawirehangingfreelybetweenthepolesofamagnet.Thereisacurrentin
",0
0625_w17_qp_22_37,"37  A 100% efficient transformer has 6000 turns on its primary coil and 600 turns on its secondary 
",49.62,74.85648,37,A    % efficient transformer has      turns on its primary coil and     turns on its secondary coil  The output voltage of the transformer is     V   A resistor is connected across the secondary coil and dissipates     W of power    primary coil     turns secondary coil    turns  output voltage     Vpower     W   What is the current in the primary coil of the transformer? A        A B       A C      A D     A ,0625_w17_qp_22,17,450,"A%efficienttransformerhasturnsonitsprimarycoilandturnsonitssecondary
",0
0625_w17_qp_22_38,"38  In the diagram, the circle represents an atom (not to scale) with the nucleus at its centre. 
 
",49.62171075,359.01585,38,"In the diagram, the circle represents an atom (not to scale) with the nucleus at its centre   A particle is emitted by a radioactive source and approaches the nucleus of the atom  The curved arrow shows the path of the particle    path ofparticlenucleus   What is the nature and charge of the particle?   nature of particle charge of particle  A α-particle negative  B α-particle positive  C β-particle negative  D β-particle positive       © UCLES          /  /O/N/  ",0625_w17_qp_22,17,510,"Inthediagram,thecirclerepresentsanatom(nottoscale)withthenucleusatitscentre.

",0
0625_w17_qp_22_39,"39  Which row describes the behaviour of γ-rays in an electric field and in a magnetic field? 
 
",49.62,88.35642,39,Which row describes the behaviour of γ-rays in an electric field and in a magnetic field?   electric field magnetic field  A deflected deflected  B deflected undeflected  C undeflected deflected  D undeflected undeflected  ,0625_w17_qp_22,18,450,"Whichrowdescribesthebehaviourofγ-raysinanelectricfieldandinamagneticfield?

",0
0625_w17_qp_22_40,"40  A radioactive source has a half-life of 0.5 hours. 
 
",49.62,244.2963,40,"A radioactive source has a half-life of     hours   A detector near the source shows a reading of      counts per second   Background radiation can be ignored   What is the reading on the detector     hours later? A     counts per second B      counts per second C      counts per second D      counts per second      © UCLES          /  /O/N/    BLANK PAGE    Permission to reproduce items where third-party owned material protected by copyright is included has been sought and cleared w here possible  Every reasonable effort has been made by the publisher (UCLES) to trac e copyright holders, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends  at the earliest possible opportunity   To avoid the issue of disclosure of ans wer-related information to candidates, all copyright acknowledgements are reproduced onl ine in the Cambridge International Examinations Copyright Acknow ledgements Booklet  This is produced for each  series of examinations and is freely a vailable to download at www cie org uk after the live examination series   Cambridge International Examinations is part of the Cambridge As sessment Group  Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge    © UCLES          /  /O/N/    BLANK PAGE ",0625_w17_qp_22,18,520,"Aradioactivesourcehasahalf-lifeof.hours.

",0
0625_w17_qp_23_01,"1  A measuring cylinder contains some water. A small metal block is slowly lowered into the water 
",49.62,74.85648,1,A measuring cylinder contains some water  A small metal block is slowly lowered into the water and is then removed   Finally a piece of plastic is attached to the metal block and the block is again slowly lowered into the water   The diagrams show the measuring cylinder at each stage of this process                         cm                        cm                        cm   metal block metal block plastic   What is the volume of the piece of plastic? A     cm  B     cm  C     cm  D     cm  ,0625_w17_qp_23,2,110,"Ameasuringcylindercontainssomewater.Asmallmetalblockisslowlyloweredintothewater
",0
0625_w17_qp_23_02,"2  Four balls with different masses are dropped simultaneously from the heights shown. 
 
",49.62223558,506.97624,2,Four balls with different masses are dropped simultaneously from the heights shown   Air resistance may be ignored   Which ball hits the floor first?        kgA      m     kgB      m     kgC      m     kgD      mground      © UCLES          /  /O/N/   [Turn over,0625_w17_qp_23,2,120,"Fourballswithdifferentmassesaredroppedsimultaneouslyfromtheheightsshown.

",1
0625_w17_qp_23_03,"3  The diagram shows the vertical forces acting on a ball as it falls vertically through the air. The ball 
",49.62,74.85648,3,The diagram shows the vertical forces acting on a ball as it falls vertically through the air  The ball does not reach terminal velocity    air resistance weight   Which row describes what happens to the resultant force on the ball and what happens to the acceleration of the ball as it falls through the air?   resultant force acceleration  A decreases decreases  B decreases increases  C increases decreases  D increases increases  ,0625_w17_qp_23,3,151,"Thediagramshowstheverticalforcesactingonaballasitfallsverticallythroughtheair.Theball
",0
0625_w17_qp_23_04,"4  A spring is stretched by hanging a piece of metal from it. 
 
",49.62,446.6760198,4,A spring is stretched by hanging a piece of metal from it    spring metal   Which name is given to the force that stretches the spring? A friction B mass C pressure D weight     © UCLES          /  /O/N/  ,0625_w17_qp_23,3,151,"Aspringisstretchedbyhangingapieceofmetalfromit.

",1
0625_w17_qp_23_05,"5  On the Moon, all objects fall with the same acceleration. 
 
",49.62,87.51642,5,"On the Moon, all objects fall with the same acceleration   Which statement explains this? A On the Moon, all objects have the same weight  B The Moon has a smaller gravitational field strength than the Earth  C The weight of an object is directly proportional to its mass  D The weight of an object is inversely proportional to its mass  ",0625_w17_qp_23,4,130,"OntheMoon,allobjectsfallwiththesameacceleration.

",0
